No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数_因縁係数x2.24,因縁値式,陣形補正式,最終式
70,流行創出,特殊因縁,根性,文化人,洒落者,特大,生命力・四象,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
70,流行創出,特殊因縁,根性,文化人,洒落者,特大,生命力・四象,土,ステータス,0.0132,2.24,0.029568,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
70,流行創出,特殊因縁,根性,文化人,洒落者,特大,生命力・四象,水,ステータス,0.0132,2.24,0.029568,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
70,流行創出,特殊因縁,根性,文化人,洒落者,特大,生命力・四象,火,ステータス,0.0132,2.24,0.029568,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
70,流行創出,特殊因縁,根性,文化人,洒落者,特大,生命力・四象,風,ステータス,0.0132,2.24,0.029568,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
70,流行創出,特殊因縁,根性,文化人,洒落者,中,気合・知力,気合,気合,0.006,2.24,0.01344,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
70,流行創出,特殊因縁,根性,文化人,洒落者,中,気合・知力,知力,ステータス,0.0044,2.24,0.009856,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,気合,気合,0.006,2.24,0.01344,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,生命,生命,,2.24,,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,気合,気合,0.006,2.24,0.01344,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,腕力,ステータス,0.0044,2.24,0.009856,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,耐久力,ステータス,0.0044,2.24,0.009856,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,器用さ,ステータス,0.0044,2.24,0.009856,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,知力,ステータス,0.0044,2.24,0.009856,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,魅力,ステータス,0.0044,2.24,0.009856,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,土,ステータス,0.0044,2.24,0.009856,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,水,ステータス,0.0044,2.24,0.009856,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,火,ステータス,0.0044,2.24,0.009856,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
71,知勇兼備,特殊因縁,才腕,勇将,知将,中,気合・九光,風,ステータス,0.0044,2.24,0.009856,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,大,知力・四象,知力,ステータス,0.0082,2.24,0.018368,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,大,知力・四象,土,ステータス,0.0082,2.24,0.018368,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,大,知力・四象,水,ステータス,0.0082,2.24,0.018368,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,大,知力・四象,火,ステータス,0.0082,2.24,0.018368,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,大,知力・四象,風,ステータス,0.0082,2.24,0.018368,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
72,山紫水明,特殊因縁,文化人,仙道,四象,小,器用さ,器用さ,ステータス,,2.24,,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,大,気合・器用さ,気合,気合,0.0113,2.24,0.025312,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,大,気合・器用さ,器用さ,ステータス,0.0082,2.24,0.018368,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,小,腕力,腕力,ステータス,,2.24,,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,大,知力・魅力,知力,ステータス,0.0082,2.24,0.018368,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,大,知力・魅力,魅力,ステータス,0.0082,2.24,0.018368,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,小,四象,土,ステータス,,2.24,,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,小,四象,水,ステータス,,2.24,,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,小,四象,火,ステータス,,2.24,,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,小,四象,風,ステータス,,2.24,,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,大,腕力・器用さ,腕力,ステータス,0.0082,2.24,0.018368,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,大,腕力・器用さ,器用さ,ステータス,0.0082,2.24,0.018368,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,小,耐久力,耐久力,ステータス,,2.24,,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,大,耐久力・四象,耐久力,ステータス,0.0082,2.24,0.018368,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,大,耐久力・四象,土,ステータス,0.0082,2.24,0.018368,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,大,耐久力・四象,水,ステータス,0.0082,2.24,0.018368,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,大,耐久力・四象,火,ステータス,0.0082,2.24,0.018368,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,大,耐久力・四象,風,ステータス,0.0082,2.24,0.018368,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,小,魅力,魅力,ステータス,,2.24,,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,大,気合・魅力,気合,気合,0.0113,2.24,0.025312,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,大,気合・魅力,魅力,ステータス,0.0082,2.24,0.018368,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,小,四象,土,ステータス,,2.24,,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,小,四象,水,ステータス,,2.24,,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,小,四象,火,ステータス,,2.24,,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,小,四象,風,ステータス,,2.24,,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,大,器用さ・知力,器用さ,ステータス,0.0082,2.24,0.018368,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,大,器用さ・知力,知力,ステータス,0.0082,2.24,0.018368,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,小,耐久力,耐久力,ステータス,,2.24,,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,大,耐久力・魅力,耐久力,ステータス,0.0082,2.24,0.018368,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,大,耐久力・魅力,魅力,ステータス,0.0082,2.24,0.018368,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,小,知力,知力,ステータス,,2.24,,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,大,魅力・四象,魅力,ステータス,0.0082,2.24,0.018368,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,大,魅力・四象,土,ステータス,0.0082,2.24,0.018368,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,大,魅力・四象,水,ステータス,0.0082,2.24,0.018368,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,大,魅力・四象,火,ステータス,0.0082,2.24,0.018368,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,大,魅力・四象,風,ステータス,0.0082,2.24,0.018368,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,小,気合,気合,気合,,2.24,,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,大,腕力・知力,腕力,ステータス,0.0082,2.24,0.018368,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,大,腕力・知力,知力,ステータス,0.0082,2.24,0.018368,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,小,器用さ,器用さ,ステータス,,2.24,,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,大,気合・耐久力,気合,気合,0.0113,2.24,0.025312,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,大,気合・耐久力,耐久力,ステータス,0.0082,2.24,0.018368,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,小,腕力,腕力,ステータス,,2.24,,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,大,	腕力・四象,腕力,ステータス,0.0082,2.24,0.018368,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,大,	腕力・四象,土,ステータス,0.0082,2.24,0.018368,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,大,	腕力・四象,水,ステータス,0.0082,2.24,0.018368,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,大,	腕力・四象,火,ステータス,0.0082,2.24,0.018368,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,大,	腕力・四象,風,ステータス,0.0082,2.24,0.018368,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,小,気合,気合,気合,,2.24,,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,大,気合,気合,気合,0.0113,2.24,0.025312,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,中,器用さ・知力,器用さ,ステータス,0.0044,2.24,0.009856,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,中,器用さ・知力,知力,ステータス,0.0044,2.24,0.009856,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,大,耐久力,耐久力,ステータス,0.0082,2.24,0.018368,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,中,魅力・四象,魅力,ステータス,0.0044,2.24,0.009856,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,中,魅力・四象,土,ステータス,0.0044,2.24,0.009856,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,中,魅力・四象,水,ステータス,0.0044,2.24,0.009856,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,中,魅力・四象,火,ステータス,0.0044,2.24,0.009856,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,中,魅力・四象,風,ステータス,0.0044,2.24,0.009856,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
86,意気軒昂,特殊因縁,信義,勇将,宿将,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
86,意気軒昂,特殊因縁,信義,勇将,宿将,大,腕力,腕力,ステータス,0.0082,2.24,0.018368,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
86,意気軒昂,特殊因縁,信義,勇将,宿将,中,器用さ・魅力,器用さ,ステータス,0.0044,2.24,0.009856,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
86,意気軒昂,特殊因縁,信義,勇将,宿将,中,器用さ・魅力,魅力,ステータス,0.0044,2.24,0.009856,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,大,器用さ,器用さ,ステータス,0.0082,2.24,0.018368,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,中,腕力・耐久力,腕力,ステータス,0.0044,2.24,0.009856,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,中,腕力・耐久力,耐久力,ステータス,0.0044,2.24,0.009856,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,大,知力,知力,ステータス,0.0082,2.24,0.018368,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,中,気合・四象,気合,気合,0.006,2.24,0.01344,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,中,気合・四象,土,ステータス,0.0044,2.24,0.009856,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,中,気合・四象,水,ステータス,0.0044,2.24,0.009856,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,中,気合・四象,火,ステータス,0.0044,2.24,0.009856,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
88,雄材大略,特殊因縁,博識,名臣,野心家,中,気合・四象,風,ステータス,0.0044,2.24,0.009856,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,大,四象,土,ステータス,0.0082,2.24,0.018368,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,大,四象,水,ステータス,0.0082,2.24,0.018368,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,大,四象,火,ステータス,0.0082,2.24,0.018368,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,大,四象,風,ステータス,0.0082,2.24,0.018368,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,中,腕力・知力,腕力,ステータス,0.0044,2.24,0.009856,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
