No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数,因縁値式,陣形補正式,最終式
68,才気煥発,特殊因縁,明敏,野心家,神仏の徒,,1.32%,知力,陣法説明(6).xlsx,0.0132,1,0.0132,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
68,才気煥発,特殊因縁,明敏,野心家,神仏の徒,,0.50%,魅力,陣法説明(6).xlsx,0.005,1,0.005,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,0.50%,耐久力,陣法説明(6).xlsx,0.005,1,0.005,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,1.32%,魅力,陣法説明(6).xlsx,0.0132,1,0.0132,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,0.50%,土属性,陣法説明(6).xlsx,0.005,1,0.005,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,0.50%,水属性,陣法説明(6).xlsx,0.005,1,0.005,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,0.50%,火属性,陣法説明(6).xlsx,0.005,1,0.005,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
69,王佐之才,特殊因縁,宿将,名臣,内助の功,,0.50%,風属性,陣法説明(6).xlsx,0.005,1,0.005,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,0.68%,気合,陣法説明(6).xlsx,0.0068,1,0.0068,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,0.50%,知力,陣法説明(6).xlsx,0.005,1,0.005,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,1.32%,土属性,陣法説明(6).xlsx,0.0132,1,0.0132,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,1.32%,水属性,陣法説明(6).xlsx,0.0132,1,0.0132,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,1.32%,火属性,陣法説明(6).xlsx,0.0132,1,0.0132,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
70,流行創出,特殊因縁,根性,文化人,洒落者,,1.32%,風属性,陣法説明(6).xlsx,0.0132,1,0.0132,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.60%,気合,陣法説明(6).xlsx,0.006,1,0.006,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,腕力,陣法説明(6).xlsx,0.0044,1,0.0044,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,耐久力,陣法説明(6).xlsx,0.0044,1,0.0044,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,器用さ,陣法説明(6).xlsx,0.0044,1,0.0044,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,知力,陣法説明(6).xlsx,0.0044,1,0.0044,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,魅力,陣法説明(6).xlsx,0.0044,1,0.0044,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,土属性,陣法説明(6).xlsx,0.0044,1,0.0044,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,水属性,陣法説明(6).xlsx,0.0044,1,0.0044,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,火属性,陣法説明(6).xlsx,0.0044,1,0.0044,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
71,知勇兼備,特殊因縁,才腕,勇将,知将,,0.44%,風属性,陣法説明(6).xlsx,0.0044,1,0.0044,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.22%,器用さ,陣法説明(6).xlsx,0.0022,1,0.0022,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.82%,知力,陣法説明(6).xlsx,0.0082,1,0.0082,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.82%,土属性,陣法説明(6).xlsx,0.0082,1,0.0082,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.82%,水属性,陣法説明(6).xlsx,0.0082,1,0.0082,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.82%,火属性,陣法説明(6).xlsx,0.0082,1,0.0082,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
72,山紫水明,特殊因縁,文化人,仙道,四象,,0.82%,風属性,陣法説明(6).xlsx,0.0082,1,0.0082,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,,1.13%,気合,陣法説明(6).xlsx,0.0113,1,0.0113,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,,0.22%,腕力,陣法説明(6).xlsx,0.0022,1,0.0022,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
73,硝煙弾雨,特殊因縁,飛道具使い,鉄砲鍛冶,神道,,0.82%,器用さ,陣法説明(6).xlsx,0.0082,1,0.0082,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.82%,知力,陣法説明(6).xlsx,0.0082,1,0.0082,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.82%,魅力,陣法説明(6).xlsx,0.0082,1,0.0082,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.22%,土属性,陣法説明(6).xlsx,0.0022,1,0.0022,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.22%,水属性,陣法説明(6).xlsx,0.0022,1,0.0022,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.22%,火属性,陣法説明(6).xlsx,0.0022,1,0.0022,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
74,生殺与奪,特殊因縁,野心家,医学,暗殺術,,0.22%,風属性,陣法説明(6).xlsx,0.0022,1,0.0022,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,,0.82%,腕力,陣法説明(6).xlsx,0.0082,1,0.0082,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,,0.22%,耐久力,陣法説明(6).xlsx,0.0022,1,0.0022,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
75,勇猛果敢,特殊因縁,猛将,武芸,僧兵,,0.82%,器用さ,陣法説明(6).xlsx,0.0082,1,0.0082,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.82%,耐久力,陣法説明(6).xlsx,0.0082,1,0.0082,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.22%,魅力,陣法説明(6).xlsx,0.0022,1,0.0022,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.82%,土属性,陣法説明(6).xlsx,0.0082,1,0.0082,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.82%,水属性,陣法説明(6).xlsx,0.0082,1,0.0082,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.82%,火属性,陣法説明(6).xlsx,0.0082,1,0.0082,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
76,臥薪嘗胆,特殊因縁,忍び,鎧鍛冶,修験道,,0.82%,風属性,陣法説明(6).xlsx,0.0082,1,0.0082,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,1.13%,気合,陣法説明(6).xlsx,0.0113,1,0.0113,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,0.82%,魅力,陣法説明(6).xlsx,0.0082,1,0.0082,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,0.22%,土属性,陣法説明(6).xlsx,0.0022,1,0.0022,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,0.22%,水属性,陣法説明(6).xlsx,0.0022,1,0.0022,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,0.22%,火属性,陣法説明(6).xlsx,0.0022,1,0.0022,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
77,花鳥風月,特殊因縁,洒落者,雅楽,地勢,,0.22%,風属性,陣法説明(6).xlsx,0.0022,1,0.0022,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,,0.22%,耐久力,陣法説明(6).xlsx,0.0022,1,0.0022,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,,0.82%,器用さ,陣法説明(6).xlsx,0.0082,1,0.0082,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
78,柔能制剛,特殊因縁,知将,軍学,陰陽道,,0.82%,知力,陣法説明(6).xlsx,0.0082,1,0.0082,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,,0.82%,耐久力,陣法説明(6).xlsx,0.0082,1,0.0082,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,,0.22%,知力,陣法説明(6).xlsx,0.0022,1,0.0022,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
79,能鷹隠爪,特殊因縁,女傑,忍術,密教,,0.82%,魅力,陣法説明(6).xlsx,0.0082,1,0.0082,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.30%,気合,陣法説明(6).xlsx,0.003,1,0.003,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.82%,魅力,陣法説明(6).xlsx,0.0082,1,0.0082,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.82%,土属性,陣法説明(6).xlsx,0.0082,1,0.0082,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.82%,水属性,陣法説明(6).xlsx,0.0082,1,0.0082,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.82%,火属性,陣法説明(6).xlsx,0.0082,1,0.0082,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
80,天神地祇,特殊因縁,世渡り上手,召喚術,神通力,,0.82%,風属性,陣法説明(6).xlsx,0.0082,1,0.0082,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,,0.82%,腕力,陣法説明(6).xlsx,0.0082,1,0.0082,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,,0.22%,器用さ,陣法説明(6).xlsx,0.0022,1,0.0022,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
81,竜飛鳳舞,特殊因縁,剣豪,古神道,殺陣,,0.82%,知力,陣法説明(6).xlsx,0.0082,1,0.0082,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,,1.13%,気合,陣法説明(6).xlsx,0.0113,1,0.0113,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,,0.22%,腕力,陣法説明(6).xlsx,0.0022,1,0.0022,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
82,衣鉢相伝,特殊因縁,宿将,武士道,仏門,,0.82%,耐久力,陣法説明(6).xlsx,0.0082,1,0.0082,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.77%,生命,陣法説明(6).xlsx,0.0077,1,0.0077,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.30%,気合,陣法説明(6).xlsx,0.003,1,0.003,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.82%,腕力,陣法説明(6).xlsx,0.0082,1,0.0082,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.82%,土属性,陣法説明(6).xlsx,0.0082,1,0.0082,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.82%,水属性,陣法説明(6).xlsx,0.0082,1,0.0082,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.82%,火属性,陣法説明(6).xlsx,0.0082,1,0.0082,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,鎧袖一触,特殊因縁,鬼,刀鍛冶,忍法,,0.82%,風属性,陣法説明(6).xlsx,0.0082,1,0.0082,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,,1.65%,気合,陣法説明(6).xlsx,0.0165,1,0.0165,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,,0.60%,器用さ,陣法説明(6).xlsx,0.006,1,0.006,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,特殊因縁,気鋭,勇将,女傑,,0.60%,知力,陣法説明(6).xlsx,0.006,1,0.006,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
