result_id,eiketsu_position_key,eiketsu_set_key,bond_set_key,eiketsu_ids,bond_ids,bond_count,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,登録元,備考
2235,97496320|98478009|20000021|46105657|65584396|47141776,20000021|46105657|47141776|65584396|97496320|98478009,70072982|90477519|618096012|909908596|1539411415|2918637613|3337786097|3608342681,97496320|98478009|20000021|46105657|65584396|47141776,3337786097|909908596|70072982|1539411415|3608342681|618096012|2918637613|90477519,8,11533,2920,272,84,426,329,689,770,799,837,741,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2236,17916985|95380774|19138207|73754285|70764716|11345059,11345059|17916985|19138207|70764716|73754285|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|11345059,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11478,4034,102,195,315,549,550,743,742,719,616,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2237,17916985|95380774|19138207|73754285|70764716|22724168,17916985|19138207|22724168|70764716|73754285|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|22724168,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11348,3796,96,179,287,516,510,661,661,636,544,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2238,17916985|95380774|19138207|73754285|70764716|22106646,17916985|19138207|22106646|70764716|73754285|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|22106646,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11916,4170,106,193,312,541,535,763,747,719,627,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2239,17916985|95380774|19138207|73754285|70764716|55785997,17916985|19138207|55785997|70764716|73754285|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|55785997,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11478,3879,101,186,298,515,509,678,677,652,558,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2240,17916985|95380774|19138207|73754285|70764716|98478009,17916985|19138207|70764716|73754285|95380774|98478009,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|98478009,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11493,3952,103,186,297,521,513,680,679,653,560,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2241,17916985|95380774|19138207|73754285|70764716|90692810,17916985|19138207|70764716|73754285|90692810|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|90692810,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11493,3899,94,189,301,545,549,713,688,663,589,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2242,17916985|95380774|19138207|73754285|70764716|46105657,17916985|19138207|46105657|70764716|73754285|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|70764716|46105657,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11884,4170,100,192,321,551,553,742,749,740,631,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2243,17916985|95380774|19138207|73754285|77317269|11345059,11345059|17916985|19138207|73754285|77317269|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|11345059,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11471,4237,93,190,300,551,548,725,719,686,610,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2244,17916985|95380774|19138207|73754285|77317269|22724168,17916985|19138207|22724168|73754285|77317269|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|22724168,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11342,3999,86,174,272,517,508,643,639,603,539,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2245,17916985|95380774|19138207|73754285|77317269|22106646,17916985|19138207|22106646|73754285|77317269|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|22106646,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11909,4373,96,187,297,543,533,744,725,686,621,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2246,17916985|95380774|19138207|73754285|77317269|55785997,17916985|19138207|55785997|73754285|77317269|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|55785997,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11471,4082,92,181,282,516,508,660,654,619,553,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2247,17916985|95380774|19138207|73754285|77317269|98478009,17916985|19138207|73754285|77317269|95380774|98478009,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|98478009,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11487,4155,93,180,281,522,512,661,656,621,554,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2248,17916985|95380774|19138207|73754285|77317269|90692810,17916985|19138207|73754285|77317269|90692810|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|90692810,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11487,4101,85,183,285,547,547,694,665,630,583,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2249,17916985|95380774|19138207|73754285|77317269|46105657,17916985|19138207|46105657|73754285|77317269|95380774,90477519|618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4147499442,17916985|95380774|19138207|73754285|77317269|46105657,4147499442|3872659029|2431219077|1539411415|3695590648|618096012|3623586604|90477519,8,11878,4373,91,187,305,552,551,724,727,707,626,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2250,19138207|72522462|12007359|15674090|65584396|54764938,12007359|15674090|19138207|54764938|65584396|72522462,618096012|760378724|909908596|1539411415|1952765698|2431219077|2918637613|3695590648,19138207|72522462|12007359|15674090|65584396|54764938,1952765698|760378724|909908596|2431219077|1539411415|3695590648|618096012|2918637613,8,10211,812,216,256,470,406,426,681,748,665,619,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2251,19138207|72522462|12007359|15674090|65584396|73754285,12007359|15674090|19138207|65584396|72522462|73754285,618096012|760378724|909908596|1539411415|1952765698|2431219077|2918637613|3695590648,19138207|72522462|12007359|15674090|65584396|73754285,1952765698|760378724|909908596|2431219077|1539411415|3695590648|618096012|2918637613,8,10618,843,212,263,475,444,444,744,825,738,687,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2252,97496320|90692810|62167859|46105657|65584396|47141776,46105657|47141776|62167859|65584396|90692810|97496320,70072982|90477519|618096012|909908596|1539411415|2918637613|3337786097|3608342681,97496320|90692810|62167859|46105657|65584396|47141776,3337786097|909908596|70072982|1539411415|3608342681|618096012|2918637613|90477519,8,11274,2883,257,80,453,361,720,819,807,826,787,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2253,97496320|53040201|62167859|46105657|65584396|47141776,46105657|47141776|53040201|62167859|65584396|97496320,70072982|618096012|909908596|1539411415|1806394358|2918637613|3337786097|3608342681,97496320|53040201|62167859|46105657|65584396|47141776,3337786097|909908596|1806394358|1539411415|70072982|3608342681|618096012|2918637613,8,11093,1559,433,74,460,345,708,726,747,764,692,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2254,97496320|90692810|20000021|46105657|65584396|47141776,20000021|46105657|47141776|65584396|90692810|97496320,70072982|90477519|618096012|909908596|1539411415|2918637613|3337786097|3608342681,97496320|90692810|20000021|46105657|65584396|47141776,3337786097|909908596|70072982|1539411415|3608342681|618096012|2918637613|90477519,8,11533,2882,253,86,432,346,736,811,811,848,779,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2255,24482033|63213855|75364080|19138207|73754285|46105657,19138207|24482033|46105657|63213855|73754285|75364080,618096012|909908596|1539411415|2431219077|2627334406|2916868504|2918637613|3695590648,24482033|63213855|75364080|19138207|73754285|46105657,3695590648|909908596|2431219077|2627334406|1539411415|2916868504|618096012|2918637613,8,11506,918,150,137,396,792,532,877,883,885,794,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2256,70764716|77317269|47015039|15674090|65584396|19138207,15674090|19138207|47015039|65584396|70764716|77317269,618096012|881523760|909908596|1539411415|1952765698|2431219077|2918637613|3608342681,70764716|77317269|47015039|15674090|65584396|19138207,881523760|1952765698|909908596|2431219077|1539411415|3608342681|618096012|2918637613,8,10429,878,356,142,434,411,468,612,617,589,556,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2257,70764716|77317269|47015039|15674090|65584396|53304184,15674090|47015039|53304184|65584396|70764716|77317269,618096012|881523760|909908596|1539411415|1952765698|2431219077|2918637613|3608342681,70764716|77317269|47015039|15674090|65584396|53304184,881523760|1952765698|909908596|2431219077|1539411415|3608342681|618096012|2918637613,8,9935,862,358,136,411,399,436,528,594,508,485,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2258,77317269|47015039|70764716|19138207|73754285|15674090,15674090|19138207|47015039|70764716|73754285|77317269,618096012|881523760|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,77317269|47015039|70764716|19138207|73754285|15674090,881523760|909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613,8,10513,878,237,69,397,551,475,728,752,711,662,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2259,77317269|47015039|70764716|46105657|73754285|19138207,19138207|46105657|47015039|70764716|73754285|77317269,618096012|881523760|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|47015039|70764716|46105657|73754285|19138207,2431219077|2627334406|618096012|2918637613|881523760|1539411415|3695590648|3608342681,8,11314,0,305,127,445,597,530,784,804,793,726,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2260,77317269|47015039|70764716|46105657|73754285|52757782,46105657|47015039|52757782|70764716|73754285|77317269,618096012|881523760|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|47015039|70764716|46105657|73754285|52757782,881523760|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10544,0,291,114,415,564,485,684,699,689,651,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2261,77317269|47015039|70764716|46105657|73754285|87875464,46105657|47015039|70764716|73754285|77317269|87875464,618096012|881523760|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|47015039|70764716|46105657|73754285|87875464,881523760|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,11063,0,322,124,466,602,526,771,822,794,730,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2262,77317269|47015039|70764716|46105657|73754285|20398156,20398156|46105657|47015039|70764716|73754285|77317269,618096012|881523760|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,77317269|47015039|70764716|46105657|73754285|20398156,881523760|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,11091,0,298,123,427,586,510,763,712,704,653,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2263,47015039|70764716|77317269|19138207|73754285|15674090,15674090|19138207|47015039|70764716|73754285|77317269,618096012|881523760|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,47015039|70764716|77317269|19138207|73754285|15674090,881523760|909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613,8,10513,878,237,69,397,551,475,728,752,711,662,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2264,77317269|47015039|16653100|35258770|65584396|54667794,16653100|35258770|47015039|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1948350679|2918637613|3608342681,77317269|47015039|16653100|35258770|65584396|54667794,1539411415|618096012|2918637613|881523760|909908596|70072982|1948350679|3608342681,8,10942,1387,570,124,403,365,453,422,440,410,372,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2265,77317269|47015039|16653100|42143972|65584396|54667794,16653100|42143972|47015039|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1948350679|2918637613|3608342681,77317269|47015039|16653100|42143972|65584396|54667794,1539411415|618096012|2918637613|881523760|909908596|70072982|1948350679|3608342681,8,10674,1387,619,117,428,412,472,463,495,465,410,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2266,77317269|47015039|16653100|65288117|65584396|54667794,16653100|47015039|54667794|65288117|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1948350679|2918637613|3608342681,77317269|47015039|16653100|65288117|65584396|54667794,1539411415|618096012|2918637613|881523760|909908596|70072982|1948350679|3608342681,8,10904,1402,612,120,435,404,474,464,483,486,409,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2267,77317269|47015039|16653100|97364933|65584396|54667794,16653100|47015039|54667794|65584396|77317269|97364933,70072982|618096012|881523760|909908596|1539411415|1948350679|2918637613|3608342681,77317269|47015039|16653100|97364933|65584396|54667794,1539411415|618096012|2918637613|881523760|909908596|70072982|1948350679|3608342681,8,10644,1357,558,116,422,402,462,460,476,453,402,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2268,47015039|16653100|77317269|54667794|65584396|12302560,12302560|16653100|47015039|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2918637613|3608342681,47015039|16653100|77317269|54667794|65584396|12302560,881523760|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10768,1363,550,141,372,376,449,435,496,433,420,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2269,47015039|16653100|77317269|54667794|65584396|15674090,15674090|16653100|47015039|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2918637613|3608342681,47015039|16653100|77317269|54667794|65584396|15674090,1952765698|618096012|2918637613|881523760|909908596|70072982|1539411415|3608342681,8,10166,1291,541,131,361,362,425,399,422,390,354,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2270,47015039|16653100|77317269|54667794|65584396|12007359,12007359|16653100|47015039|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2918637613|3608342681,47015039|16653100|77317269|54667794|65584396|12007359,881523760|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10542,1352,551,136,370,384,443,414,462,406,366,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2271,47015039|16653100|77317269|54667794|65584396|47722910,16653100|47015039|47722910|54667794|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2918637613|3608342681,47015039|16653100|77317269|54667794|65584396|47722910,881523760|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10858,1370,569,144,402,403,462,474,492,481,416,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2272,47015039|16653100|77317269|54667794|65584396|65288117,16653100|47015039|54667794|65288117|65584396|77317269,70072982|618096012|881523760|909908596|1539411415|1952765698|2918637613|3608342681,47015039|16653100|77317269|54667794|65584396|65288117,881523760|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10904,1402,571,144,408,404,474,464,483,486,409,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2273,47015039|16653100|77317269|19138207|73754285|15674090,15674090|16653100|19138207|47015039|73754285|77317269,70072982|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,47015039|16653100|77317269|19138207|73754285|15674090,909908596|2431219077|70072982|1539411415|3695590648|3608342681|618096012|2918637613,8,10716,1393,243,70,397,412,470,707,757,700,637,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2274,77317269|89730221|47015039|15674090|65584396|19138207,15674090|19138207|47015039|65584396|77317269|89730221,70072982|618096012|909908596|1539411415|1952765698|2431219077|2918637613|3608342681,77317269|89730221|47015039|15674090|65584396|19138207,1952765698|909908596|2431219077|70072982|1539411415|3608342681|618096012|2918637613,8,10566,1370,354,134,431,265,450,604,644,570,544,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2275,77317269|89730221|47015039|15674090|65584396|53304184,15674090|47015039|53304184|65584396|77317269|89730221,70072982|618096012|909908596|1539411415|1952765698|2431219077|2918637613|3608342681,77317269|89730221|47015039|15674090|65584396|53304184,1952765698|909908596|2431219077|70072982|1539411415|3608342681|618096012|2918637613,8,10072,1344,357,127,408,257,418,520,620,488,474,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2276,89730221|47015039|77317269|19138207|73754285|15674090,15674090|19138207|47015039|73754285|77317269|89730221,70072982|618096012|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,89730221|47015039|77317269|19138207|73754285|15674090,909908596|2431219077|70072982|1539411415|3695590648|3608342681|618096012|2918637613,8,10650,1370,236,65,394,393,457,719,784,688,648,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2277,47015039|24482033|77317269|19138207|73754285|15674090,15674090|19138207|24482033|47015039|73754285|77317269,618096012|881523760|909908596|1539411415|2431219077|2918637613|3608342681|3695590648,47015039|24482033|77317269|19138207|73754285|15674090,881523760|909908596|2431219077|1539411415|3695590648|3608342681|618096012|2918637613,8,10324,795,233,65,368,530,427,633,650,613,578,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2278,24482033|4451536|75364080|19138207|73754285|46105657,4451536|19138207|24482033|46105657|73754285|75364080,618096012|909908596|1539411415|2431219077|2627334406|2916868504|2918637613|3695590648,24482033|4451536|75364080|19138207|73754285|46105657,3695590648|909908596|2431219077|2627334406|1539411415|2916868504|618096012|2918637613,8,11798,926,155,140,397,793,515,899,907,908,834,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2279,62167859|16653100|47015039|12302560|65584396|46105657,12302560|16653100|46105657|47015039|62167859|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|12302560|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11234,1409,427,152,529,280,473,631,713,676,637,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2280,62167859|16653100|47015039|15674090|65584396|56763646,15674090|16653100|47015039|56763646|62167859|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|15674090|65584396|56763646,3337786097|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10535,1294,408,145,499,271,443,603,613,598,529,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2281,62167859|16653100|47015039|15674090|65584396|91459339,15674090|16653100|47015039|62167859|65584396|91459339,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|15674090|65584396|91459339,3337786097|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10085,1242,431,140,499,238,425,521,551,533,477,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2282,62167859|16653100|47015039|15674090|65584396|46105657,15674090|16653100|46105657|47015039|62167859|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|15674090|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,10632,1338,420,142,516,270,448,588,623,624,553,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2283,62167859|16653100|47015039|15674090|65584396|60504610,15674090|16653100|47015039|60504610|62167859|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|15674090|65584396|60504610,3337786097|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10471,1253,442,146,503,265,446,571,598,589,515,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2284,62167859|16653100|47015039|12007359|65584396|46105657,12007359|16653100|46105657|47015039|62167859|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|12007359|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11008,1398,427,148,527,286,466,606,672,643,569,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2285,62167859|16653100|47015039|47722910|65584396|46105657,16653100|46105657|47015039|47722910|62167859|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|47722910|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11324,1417,440,156,563,298,485,679,708,735,632,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2286,62167859|16653100|47015039|65288117|65584396|46105657,16653100|46105657|47015039|62167859|65288117|65584396,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|16653100|47015039|65288117|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11369,1449,442,156,570,299,497,668,697,741,623,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2287,62167859|89730221|47015039|12302560|65584396|46105657,12302560|46105657|47015039|62167859|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|12302560|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11168,1386,417,141,526,267,460,641,736,666,646,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2288,62167859|89730221|47015039|15674090|65584396|56763646,15674090|47015039|56763646|62167859|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|15674090|65584396|56763646,3337786097|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10469,1270,398,134,496,258,430,613,636,588,538,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2289,62167859|89730221|47015039|15674090|65584396|91459339,15674090|47015039|62167859|65584396|89730221|91459339,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|15674090|65584396|91459339,3337786097|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10019,1219,422,128,496,225,412,531,574,522,486,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2290,62167859|89730221|47015039|15674090|65584396|46105657,15674090|46105657|47015039|62167859|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|15674090|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,10566,1314,411,131,513,257,435,598,645,614,562,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2291,62167859|89730221|47015039|15674090|65584396|60504610,15674090|47015039|60504610|62167859|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|15674090|65584396|60504610,3337786097|1952765698|909908596|70072982|1539411415|3608342681|618096012|2918637613,8,10405,1230,432,134,500,252,433,581,620,579,524,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2292,62167859|89730221|47015039|12007359|65584396|46105657,12007359|46105657|47015039|62167859|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|12007359|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,10942,1375,418,136,523,273,453,616,695,632,578,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2293,62167859|89730221|47015039|47722910|65584396|46105657,46105657|47015039|47722910|62167859|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|47722910|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11258,1394,431,144,560,285,472,689,731,724,641,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2294,62167859|89730221|47015039|65288117|65584396|46105657,46105657|47015039|62167859|65288117|65584396|89730221,70072982|618096012|909908596|1539411415|1952765698|2918637613|3337786097|3608342681,62167859|89730221|47015039|65288117|65584396|46105657,1952765698|618096012|2918637613|3337786097|909908596|70072982|1539411415|3608342681,8,11303,1426,432,145,567,286,484,678,720,730,632,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2295,21546951|8235820|95380774|68360833|19138207|73754285,8235820|19138207|21546951|68360833|73754285|95380774,618096012|1759106308|2431219077|3229870434|3623586604|3695590648|3872659029|4147499442,21546951|8235820|95380774|68360833|19138207|73754285,3229870434|4147499442|1759106308|3872659029|2431219077|3695590648|618096012|3623586604,8,11277,3441,190,181,301,667,233,766,767,755,641,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2296,21546951|8235820|95380774|17916985|19138207|73754285,8235820|17916985|19138207|21546951|73754285|95380774,618096012|1759106308|2431219077|3229870434|3623586604|3695590648|3872659029|4147499442,21546951|8235820|95380774|17916985|19138207|73754285,3229870434|4147499442|1759106308|3872659029|2431219077|3695590648|618096012|3623586604,8,11282,3426,173,179,281,677,233,762,755,736,628,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2297,21546951|8885443|95380774|68360833|19138207|73754285,8885443|19138207|21546951|68360833|73754285|95380774,618096012|1759106308|2431219077|3229870434|3623586604|3695590648|3872659029|4147499442,21546951|8885443|95380774|68360833|19138207|73754285,3229870434|4147499442|1759106308|3872659029|2431219077|3695590648|618096012|3623586604,8,10964,3505,167,182,295,663,233,750,787,784,620,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2298,21546951|8885443|95380774|17916985|19138207|73754285,8885443|17916985|19138207|21546951|73754285|95380774,618096012|1759106308|2431219077|3229870434|3623586604|3695590648|3872659029|4147499442,21546951|8885443|95380774|17916985|19138207|73754285,3229870434|4147499442|1759106308|3872659029|2431219077|3695590648|618096012|3623586604,8,10969,3490,150,180,275,673,233,746,775,765,606,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2299,89730221|22724168|70764716|19138207|73754285|15674090,15674090|19138207|22724168|70764716|73754285|89730221,618096012|909908596|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,89730221|22724168|70764716|19138207|73754285|15674090,909908596|2431219077|2627334406|1539411415|3695590648|3608342681|618096012|2918637613,8,10647,816,170,114,354,493,464,846,920,826,753,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
2300,22724168|97197601|70764716|19138207|73754285|54667794,19138207|22724168|54667794|70764716|73754285|97197601,90477519|618096012|1539411415|2431219077|2627334406|2918637613|3608342681|3695590648,22724168|97197601|70764716|19138207|73754285|54667794,2431219077|2627334406|618096012|2918637613|90477519|1539411415|3695590648|3608342681,8,10567,1157,153,116,339,440,646,713,730,712,625,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
